Zipcode,Population,Median Age,Household Income,Per Capita Income
11754,19293.0,43.8,100101.0,42171.0
11755,12400.0,38.9,96654.0,38814.0
11756,42163.0,41.2,100773.0,36162.0
11757,45682.0,40.2,81330.0,32321.0
11758,55594.0,42.9,104128.0,42113.0
11762,22943.0,42.7,112083.0,40604.0
11763,29793.0,37.8,85450.0,31526.0
11764,12389.0,38.9,109153.0,42717.0
11765,753.0,49.3,137500.0,115227.0
11766,12723.0,41.7,111397.0,44651.0
11767,15145.0,41.2,119319.0,43092.0
11768,21532.0,47.2,117023.0,55502.0
11769,8592.0,46.0,86000.0,41082.0
11770,95.0,36.7,148750.0,54201.0
11771,9577.0,43.7,118264.0,75150.0
11772,45420.0,38.8,68077.0,31498.0
11776,26171.0,40.0,92280.0,33826.0
11777,9129.0,47.0,112660.0,58483.0
11778,12339.0,37.9,90658.0,35556.0
11779,37939.0,40.5,85972.0,33839.0
11780,15551.0,45.5,107170.0,50390.0
11782,15491.0,44.0,110869.0,46510.0
11783,21598.0,42.8,105915.0,41306.0
11784,26455.0,37.7,89699.0,29377.0
11786,6180.0,42.3,121875.0,43013.0
11787,35813.0,44.2,111961.0,44489.0
11788,16199.0,43.0,105019.0,41415.0
11789,8221.0,38.2,87955.0,34884.0
11790,18840.0,25.5,134536.0,40578.0
11791,25291.0,43.0,151627.0,68065.0
11792,8964.0,41.3,120997.0,46990.0
11793,32164.0,43.3,113481.0,45565.0
11795,25074.0,42.8,110815.0,41270.0
11796,3961.0,46.3,104236.0,39854.0
11797,8574.0,51.2,157216.0,83493.0
11798,15599.0,32.4,70343.0,22968.0
11801,40274.0,43.4,93759.0,37052.0
11803,28390.0,44.0,126536.0,50020.0
11804,4757.0,44.2,118900.0,51712.0
11901,30680.0,40.8,55450.0,26164.0
11930,1459.0,52.5,86083.0,54746.0
11932,890.0,55.4,70461.0,60841.0
11933,6238.0,49.7,59605.0,35786.0
11934,8043.0,39.8,90080.0,34907.0
11935,3218.0,51.5,86125.0,44642.0
11937,15526.0,49.0,84847.0,58146.0
11939,915.0,62.4,72500.0,46622.0
11940,5352.0,42.2,96607.0,42512.0
11941,2043.0,46.9,102135.0,41367.0
11942,4253.0,45.2,88784.0,43449.0
11944,4268.0,50.2,56029.0,36395.0
11946,13569.0,42.4,75670.0,37528.0
11948,1340.0,49.6,103112.0,50158.0
11949,14724.0,39.2,105279.0,38058.0
11950,16777.0,35.2,71088.0,23969.0
11951,13364.0,37.2,63043.0,26419.0
11952,4591.0,49.4,74313.0,42995.0
11953,12647.0,42.6,70829.0,33746.0
11954,3495.0,54.4,72903.0,47685.0
11955,3168.0,48.6,61667.0,39391.0
11957,706.0,66.3,75375.0,48563.0
11958,441.0,57.6,65288.0,82368.0
11959,856.0,56.7,85125.0,57227.0
11960,597.0,58.6,103151.0,53670.0
11961,12164.0,50.8,56236.0,33255.0
11962,415.0,46.9,209125.0,99829.0
11963,6913.0,48.1,86111.0,59146.0
11964,2162.0,48.3,79091.0,52680.0
11965,650.0,47.8,101771.0,56015.0
11967,26845.0,36.3,82682.0,27131.0
11968,10821.0,50.4,82024.0,56821.0
11971,6348.0,55.1,89074.0,52894.0
11972,1054.0,45.9,104444.0,48255.0
11975,386.0,57.0,79250.0,48176.0
11976,2350.0,55.3,115547.0,81748.0
11977,2456.0,52.3,97045.0,46266.0
11978,3124.0,47.6,83203.0,54581.0
11980,5273.0,41.7,90313.0,35731.0
12008,606.0,40.1,93250.0,34215.0
12009,7560.0,42.5,89605.0,38789.0
12010,28793.0,41.2,44711.0,25026.0
12015,2823.0,46.6,58533.0,27697.0
12017,323.0,49.2,62917.0,32989.0
12018,7383.0,43.9,81205.0,39164.0
12019,14584.0,44.4,88059.0,41113.0
12020,32574.0,40.1,73712.0,33154.0
12022,860.0,50.3,51719.0,29455.0
12023,2123.0,45.5,61488.0,30189.0
12025,5271.0,44.8,58923.0,29611.0
12027,3762.0,46.1,86656.0,40456.0
12028,951.0,40.4,81923.0,37102.0
12029,1122.0,48.1,79000.0,36118.0
12031,153.0,30.8,49167.0,20484.0
12032,824.0,52.2,47130.0,28081.0
12033,8002.0,46.5,69733.0,38645.0
12035,859.0,44.7,37647.0,22862.0
12036,196.0,47.5,36875.0,19771.0
12037,4185.0,46.8,61188.0,34032.0
12040,146.0,31.1,39063.0,18333.0
12041,499.0,50.2,68571.0,29920.0
12043,8444.0,34.0,49869.0,23928.0
12045,329.0,45.8,41250.0,21508.0
12046,855.0,40.6,80129.0,33872.0
12047,19837.0,39.7,51313.0,28057.0
12051,6709.0,35.0,58664.0,20104.0
12052,1524.0,44.4,66012.0,32880.0
12053,4559.0,41.6,80082.0,30663.0
12054,17318.0,42.2,96813.0,46085.0
12056,2471.0,44.2,95714.0,34436.0
12057,2056.0,43.6,46797.0,24640.0
12058,1956.0,38.8,65000.0,28027.0
12059,1658.0,48.0,76250.0,39932.0
12060,1373.0,46.9,70278.0,40895.0
12061,9929.0,43.3,85043.0,39865.0
12062,1701.0,42.9,63258.0,29845.0
12063,334.0,49.1,155658.0,66342.0
12064,339.0,50.3,60119.0,27860.0
12065,42725.0,41.3,81192.0,40595.0
12066,2094.0,40.8,58672.0,26846.0
12067,1594.0,41.1,66875.0,32512.0
12068,2985.0,42.3,52473.0,27616.0
12070,1683.0,43.3,61250.0,29153.0
12071,247.0,47.3,51563.0,34336.0
12072,2624.0,35.4,45000.0,20593.0
12074,2762.0,50.0,68690.0,34805.0
12075,3155.0,50.1,60544.0,27505.0
12076,1568.0,48.7,58478.0,26574.0
12077,6450.0,45.3,95135.0,42437.0
12078,23737.0,41.9,39810.0,21383.0
12083,3594.0,49.6,66250.0,34468.0
12084,4834.0,31.9,68080.0,38335.0
12085,601.0,34.8,41985.0,18705.0
12086,1723.0,49.1,60417.0,31706.0
12087,1019.0,37.7,69531.0,26234.0
12089,125.0,33.1,64375.0,34274.0
12090,6273.0,41.0,57181.0,23877.0
12092,735.0,51.6,41500.0,26621.0
12093,1752.0,43.9,50900.0,24376.0
12094,2656.0,35.1,74625.0,25986.0
12095,12351.0,41.4,48142.0,26402.0
12106,2213.0,50.1,72417.0,47634.0
12108,411.0,50.8,64750.0,26337.0
12110,22550.0,40.2,73997.0,32698.0
12115,215.0,60.0,67083.0,79536.0
12116,1974.0,49.6,46458.0,24397.0
12117,3566.0,46.5,54420.0,24014.0
12118,14045.0,41.6,63750.0,32423.0
12120,614.0,50.1,56250.0,31250.0
12121,1781.0,48.5,67243.0,30830.0
12122,4586.0,47.4,44738.0,25142.0
12123,5187.0,44.6,70331.0,32637.0
12124,623.0,49.5,108977.0,40424.0
12125,1492.0,45.8,51741.0,31980.0
12130,988.0,46.6,89750.0,32355.0
12131,141.0,46.6,58750.0,21732.0
12132,317.0,44.1,61150.0,19432.0
12134,3656.0,43.9,53214.0,25761.0
12136,847.0,50.7,89276.0,55817.0
12137,1825.0,41.0,61563.0,25611.0
12138,3442.0,44.4,61296.0,27952.0
12139,286.0,55.0,50625.0,33555.0
12140,1510.0,46.4,82564.0,35788.0
12143,5035.0,43.4,49803.0,28840.0
12144,20267.0,40.9,63286.0,33448.0
12147,516.0,45.6,63000.0,26814.0
12148,4629.0,43.4,101307.0,45043.0
12149,2440.0,39.1,51000.0,23683.0
12150,774.0,47.0,64286.0,27631.0
12151,762.0,49.1,72321.0,42028.0
12153,914.0,42.2,87393.0,37257.0
12154,2823.0,44.6,66579.0,29800.0
12155,1962.0,40.2,51304.0,19886.0
12156,1175.0,36.3,78170.0,30856.0
12157,3993.0,49.7,53929.0,30106.0
12158,6915.0,40.1,81006.0,34113.0
12159,8009.0,46.3,87927.0,55836.0
12160,907.0,48.7,58333.0,25012.0
12164,374.0,57.1,58125.0,32857.0
12165,131.0,56.4,105833.0,47328.0
12166,1347.0,47.4,43646.0,24055.0
12167,2878.0,48.4,46875.0,25340.0
12168,1910.0,45.4,60417.0,30309.0
32703,48469.0,35.6,46344.0,22950.0
32707,35681.0,39.7,46647.0,25115.0
32708,43715.0,40.7,61813.0,32051.0
32712,44222.0,41.1,62272.0,28172.0
32713,19707.0,49.8,49187.0,26523.0
32714,35361.0,38.1,46938.0,25978.0
32720,30557.0,45.3,40050.0,21210.0
32724,32996.0,43.2,44467.0,23941.0
32725,45532.0,41.2,40444.0,18829.0
32726,21441.0,40.8,36250.0,20751.0
32730,5289.0,43.2,42380.0,26250.0
32732,4168.0,51.5,55556.0,32256.0
32735,4044.0,46.6,47241.0,26049.0
32736,9342.0,47.2,62698.0,28252.0
32738,44894.0,36.5,44859.0,18760.0
32744,3588.0,48.4,40739.0,23498.0
32746,41247.0,41.5,75966.0,36772.0
32750,22903.0,44.2,62857.0,28162.0
32751,21620.0,44.9,68505.0,37503.0
32754,10094.0,49.4,52570.0,26759.0
32757,25066.0,48.3,51731.0,28981.0
32759,2156.0,54.7,29643.0,24017.0
32763,21951.0,44.4,36839.0,20175.0
32764,3416.0,52.7,43385.0,22929.0
32765,60485.0,33.3,66675.0,30062.0
32766,15905.0,35.3,90208.0,31593.0
32767,2898.0,45.5,34615.0,14097.0
32771,49908.0,35.3,47463.0,25152.0
32773,29738.0,35.5,38897.0,19111.0
32776,11049.0,42.0,69417.0,27830.0
32778,19523.0,53.8,41054.0,24142.0
32779,30400.0,43.4,83695.0,40669.0
32780,34423.0,47.8,42833.0,26780.0
32784,11395.0,43.4,40288.0,19504.0
32789,25039.0,42.4,64173.0,53011.0
32792,51343.0,34.0,42368.0,25552.0
32796,21090.0,46.4,44191.0,23427.0
32798,2785.0,63.3,33552.0,19406.0
32801,11718.0,38.5,51585.0,44640.0
32803,16669.0,39.3,53656.0,43265.0
32804,17565.0,40.2,66811.0,45442.0
32805,22111.0,34.6,23562.0,14513.0
32806,27057.0,38.5,52828.0,30404.0
32807,31473.0,35.0,34471.0,16558.0
32808,51555.0,31.8,32365.0,14632.0
32809,27612.0,37.1,34882.0,19503.0
32810,35240.0,31.6,42211.0,19989.0
32811,39556.0,29.5,32322.0,16117.0
32812,36943.0,37.1,46670.0,25594.0
32814,7477.0,35.5,101628.0,55672.0
32817,34583.0,27.7,48539.0,22325.0
32818,49004.0,32.8,40893.0,17759.0
32819,27248.0,40.5,62251.0,37558.0
32820,8641.0,33.4,59675.0,24931.0
32821,18008.0,34.0,45364.0,24758.0
32822,56512.0,33.8,32264.0,16727.0
32824,39150.0,36.6,49237.0,19438.0
32825,58324.0,33.6,50350.0,23002.0
32826,33249.0,21.3,41039.0,12984.0
32827,7650.0,37.3,81089.0,37494.0
32828,61636.0,32.3,64212.0,27410.0
32829,19968.0,32.8,60966.0,24060.0
32832,18216.0,32.0,76281.0,28780.0
32833,9968.0,35.0,53370.0,23749.0
32835,42750.0,34.1,50475.0,27888.0
32836,18351.0,35.8,72143.0,48842.0
32837,52871.0,36.5,54482.0,24940.0
32839,50989.0,30.9,31369.0,16965.0
32901,24594.0,47.7,27310.0,19233.0
32903,13642.0,50.0,68167.0,41403.0
32904,28229.0,45.3,54903.0,28112.0
32905,23146.0,41.9,33042.0,20101.0
32907,42223.0,42.4,47069.0,21936.0
32908,10586.0,36.0,45488.0,18239.0
32909,31219.0,39.7,48212.0,20481.0
32920,9909.0,56.2,44871.0,39539.0
32922,15434.0,36.1,24903.0,17688.0
32925,1371.0,24.7,56667.0,21183.0
32926,22670.0,44.7,45093.0,22323.0
32927,24179.0,42.9,52826.0,24004.0
32931,13996.0,55.0,52677.0,39674.0
32934,17692.0,50.7,65497.0,35229.0
32935,40398.0,44.1,41781.0,24068.0
32937,26254.0,46.7,61510.0,37148.0
32940,35293.0,48.5,70441.0,33910.0
32948,7862.0,30.0,30972.0,13356.0
32949,2671.0,51.4,60039.0,29838.0
32950,3795.0,53.0,63606.0,34999.0
32951,11357.0,56.5,60237.0,40793.0
32952,19995.0,50.1,63363.0,37716.0
32953,23783.0,47.9,49566.0,27298.0
32955,37745.0,45.3,60995.0,31154.0
32958,26400.0,52.1,45771.0,23741.0
32960,21322.0,49.2,32270.0,23635.0
32962,23820.0,45.2,40882.0,22484.0
32963,14354.0,67.4,98099.0,95787.0
32966,15531.0,62.0,42023.0,29589.0
32967,18957.0,43.4,43436.0,27839.0
32968,14353.0,45.3,65326.0,29239.0
32976,8337.0,65.3,33617.0,21116.0
33001,198.0,70.1,56250.0,40588.0
33004,16077.0,40.7,39958.0,23632.0
33009,40835.0,46.7,33254.0,25138.0
33010,46306.0,44.0,22423.0,12502.0
33012,76227.0,44.6,30742.0,15072.0
33013,34206.0,44.5,28948.0,14305.0
33014,40487.0,40.9,36788.0,19183.0
33015,67051.0,36.4,48897.0,20570.0
33016,49863.0,39.0,39729.0,17473.0
33018,49157.0,39.5,52106.0,18379.0
33019,14696.0,50.3,74888.0,50531.0
33020,43751.0,38.6,36432.0,21270.0
33021,47832.0,43.3,51418.0,28028.0
33023,69570.0,35.8,43351.0,17382.0
33024,71860.0,37.6,50680.0,22519.0
33025,60994.0,33.4,54758.0,23516.0
33026,30274.0,43.5,67386.0,32971.0
33027,59500.0,42.1,64079.0,30333.0
33028,28902.0,37.4,89144.0,33261.0
33029,48397.0,37.9,90378.0,30477.0
33030,34645.0,31.0,30695.0,13787.0
33031,7436.0,37.2,58161.0,26269.0
33032,40961.0,31.7,42667.0,16908.0
33033,55392.0,31.7,42584.0,16229.0
33034,21946.0,32.7,28800.0,9990.0
33035,15158.0,33.2,53189.0,22340.0
33036,3331.0,57.2,62083.0,56941.0
33037,11519.0,51.8,59467.0,40256.0
33040,33712.0,42.8,56665.0,32080.0
33042,6821.0,51.4,75077.0,45445.0
33043,4805.0,52.0,60368.0,37393.0
33050,9228.0,43.9,49195.0,29212.0
33051,739.0,64.7,62390.0,72289.0
33054,30880.0,33.7,23563.0,13427.0
33055,46217.0,38.5,39007.0,15290.0
33056,35023.0,34.6,39386.0,15911.0
33060,34918.0,37.4,36806.0,20684.0
33062,21958.0,58.5,56396.0,51565.0
33063,53899.0,44.0,43091.0,23997.0
33064,57115.0,38.6,44784.0,23266.0
33065,56087.0,34.0,49392.0,22393.0
33066,16576.0,55.3,42889.0,27990.0
33067,26663.0,38.4,91731.0,44135.0
33068,50973.0,32.3,44662.0,17120.0
33069,27428.0,43.3,39197.0,21763.0
33070,5539.0,47.2,51838.0,34746.0
33071,39227.0,37.7,74579.0,31774.0
33073,31381.0,35.0,67026.0,29439.0
33076,31810.0,39.5,117015.0,46441.0
33109,602.0,50.7,250001.0,200387.0
33125,56139.0,42.3,22820.0,13835.0
33126,51383.0,41.2,31906.0,16301.0
33127,31817.0,34.1,24109.0,12065.0
33128,7665.0,41.1,19693.0,14658.0
33129,13148.0,39.9,59787.0,46581.0
33130,23757.0,34.8,23717.0,22529.0
33131,16228.0,32.4,80297.0,60010.0
33132,10610.0,36.8,62242.0,48351.0
33133,33714.0,41.4,59457.0,45561.0
33134,42020.0,45.3,57911.0,39504.0
33135,37799.0,44.0,23049.0,14984.0
33136,13376.0,37.7,20306.0,14770.0
33137,22789.0,35.0,51992.0,32940.0
33138,30047.0,40.0,40920.0,29426.0
33139,38035.0,38.8,46354.0,53975.0
33140,23381.0,41.0,60066.0,54456.0
33141,38244.0,41.5,37807.0,30228.0
33142,55865.0,37.3,22232.0,11554.0
33143,32710.0,39.6,65076.0,48789.0
33144,27588.0,46.1,35058.0,17776.0
33145,32332.0,42.8,39674.0,22499.0
33146,14914.0,25.0,112571.0,42474.0
33147,44136.0,37.4,25934.0,12963.0
33149,12888.0,43.0,121434.0,79020.0
33150,27988.0,34.6,27360.0,13453.0
33154,14645.0,43.1,64219.0,49233.0
33155,47169.0,41.3,57021.0,26586.0
33156,33018.0,40.5,95945.0,63603.0
33157,68540.0,37.1,57385.0,24439.0
33158,7325.0,43.8,147014.0,61350.0
33160,39235.0,48.8,47959.0,47918.0
33161,55217.0,33.9,31439.0,15092.0
33162,48065.0,35.3,38332.0,15786.0
33165,57210.0,45.9,43184.0,19886.0
33166,24522.0,39.3,47866.0,22560.0
33167,20019.0,36.7,35265.0,15187.0
33168,30045.0,32.8,42861.0,14468.0
33169,40197.0,34.9,38031.0,18327.0
33170,13308.0,34.1,45398.0,15962.0
33172,40534.0,39.5,42151.0,19467.0
33173,32996.0,43.4,59618.0,28442.0
33174,31596.0,41.6,39432.0,17615.0
33175,54443.0,43.1,48097.0,21340.0
33176,51384.0,42.4,60146.0,32960.0
33177,57688.0,38.9,52199.0,18171.0
33178,45404.0,33.6,75928.0,27719.0
33179,43978.0,40.2,42198.0,23859.0
33180,32796.0,46.7,66299.0,45627.0
33181,18027.0,39.5,40851.0,30431.0
33182,17761.0,40.7,63180.0,19888.0
33183,38067.0,41.1,48899.0,22161.0
33184,21926.0,44.4,46628.0,21601.0
33185,29514.0,38.3,76229.0,25947.0
33186,72078.0,38.4,61105.0,24780.0
33187,17421.0,38.1,65000.0,23923.0
33189,25821.0,34.8,45639.0,19915.0
33190,13479.0,31.2,51483.0,21556.0
33193,50653.0,39.6,50838.0,19949.0
33194,7899.0,35.9,79229.0,18063.0
33196,46579.0,36.2,65576.0,23582.0
33301,13463.0,43.9,76345.0,69037.0
33304,19026.0,41.5,50732.0,44134.0
33305,12010.0,50.0,55286.0,49164.0
33306,3349.0,51.3,78194.0,65011.0
33308,28757.0,56.0,60663.0,59035.0
33309,36971.0,37.6,45613.0,21697.0
33311,67235.0,36.1,31913.0,15490.0
33312,55294.0,37.2,48913.0,24643.0
33313,59725.0,33.7,34151.0,15494.0
33314,23341.0,35.3,39444.0,19103.0
33315,12982.0,42.1,51907.0,31765.0
33316,10465.0,52.2,51226.0,51565.0
33317,36532.0,39.7,61722.0,28580.0
33319,47173.0,42.2,40332.0,21829.0
33321,46181.0,47.3,43342.0,24748.0
33322,38112.0,49.3,48048.0,28627.0
33323,20144.0,37.8,80217.0,32669.0
33324,45933.0,38.4,58803.0,34537.0
33325,29916.0,37.9,78647.0,34373.0
33326,33481.0,38.6,81209.0,34564.0
33327,24258.0,37.7,109126.0,43275.0
33328,29157.0,37.5,80357.0,37058.0
33330,13457.0,43.9,97192.0,48821.0
33331,23703.0,41.2,95249.0,40209.0
33332,10599.0,37.5,122353.0,43462.0
33334,29242.0,41.2,46713.0,29440.0
33351,35515.0,34.9,54880.0,22363.0
33401,25810.0,40.5,44473.0,34343.0
33403,12430.0,36.6,40458.0,21209.0
33404,27662.0,41.5,37978.0,23969.0
33405,20265.0,39.6,39174.0,27808.0
33406,26026.0,35.6,45490.0,22422.0
33407,30142.0,32.6,32869.0,18192.0
33408,17476.0,54.9,62518.0,50041.0
43962,85.0,34.9,48750.0,17546.0
43963,1314.0,44.6,33409.0,21285.0
43964,9239.0,44.1,45139.0,22512.0
43968,6559.0,38.7,36899.0,20743.0
43971,1147.0,45.2,34300.0,20924.0
43972,216.0,46.9,107708.0,29484.0
43973,2393.0,37.6,39872.0,17733.0
43974,60.0,35.8,28750.0,22665.0
43976,1904.0,47.7,44732.0,21510.0
43977,2504.0,43.3,44722.0,21345.0
43983,443.0,42.9,32717.0,15789.0
43985,129.0,39.5,54167.0,20712.0
43986,2156.0,35.5,41515.0,17291.0
43988,2173.0,50.4,44388.0,27451.0
44001,20900.0,45.6,61179.0,28470.0
44003,4233.0,44.3,35969.0,19213.0
44004,32671.0,42.4,34178.0,19671.0
44010,1714.0,43.9,50500.0,23792.0
44011,22046.0,40.9,81474.0,41938.0
44012,23052.0,43.2,82720.0,42366.0
44017,19098.0,39.9,55049.0,26803.0
44021,6242.0,40.7,55558.0,26033.0
44022,16811.0,47.9,100103.0,68777.0
44023,17332.0,46.5,109236.0,50260.0
44024,23668.0,44.2,71068.0,35704.0
44026,11009.0,50.1,76801.0,36635.0
44028,8840.0,45.9,68364.0,30500.0
44030,16036.0,41.4,36738.0,18650.0
44032,1764.0,35.8,43424.0,16298.0
44035,63689.0,38.6,43054.0,22307.0
44039,31322.0,40.9,65786.0,30578.0
44040,2989.0,52.2,110938.0,70101.0
44041,14607.0,44.7,44615.0,22808.0
44044,14943.0,44.9,67726.0,24650.0
44045,387.0,38.4,63125.0,23144.0
44046,1787.0,42.5,64107.0,25450.0
44047,8840.0,43.4,51100.0,24690.0
44048,2737.0,40.6,45481.0,19033.0
44049,243.0,36.4,56250.0,23220.0
44050,6466.0,43.3,66229.0,28524.0
44052,28652.0,36.5,32500.0,17384.0
44053,18149.0,43.6,46748.0,25817.0
44054,12645.0,41.0,58942.0,26974.0
44055,20886.0,34.0,30418.0,14786.0
44056,11538.0,44.4,81121.0,41078.0
44057,19544.0,41.7,51543.0,24676.0
44060,60970.0,45.8,66866.0,33725.0
44062,15485.0,23.9,47288.0,16002.0
44064,1705.0,39.2,67500.0,29173.0
44065,4444.0,50.4,61692.0,31879.0
44067,20592.0,43.3,73016.0,35775.0
44070,32410.0,44.6,60366.0,30055.0
44072,4632.0,49.0,85474.0,49186.0
44074,11725.0,30.8,60240.0,24134.0
44076,4886.0,31.0,40247.0,16506.0
44077,55871.0,39.5,57450.0,28887.0
44080,66.0,63.1,71563.0,43608.0
44081,7006.0,43.8,63407.0,27672.0
44082,1892.0,28.3,45852.0,12245.0
44084,3890.0,45.2,57838.0,26717.0
44085,3107.0,46.8,44000.0,22083.0
44086,2510.0,47.1,54219.0,24569.0
44087,20056.0,41.0,68370.0,35867.0
44089,15622.0,48.6,51652.0,28893.0
44090,11256.0,43.6,61746.0,25815.0
44092,16621.0,44.5,47598.0,28465.0
44093,1677.0,37.3,48397.0,21528.0
44094,35336.0,44.4,59301.0,34253.0
44095,33374.0,43.0,51121.0,25926.0
44099,2367.0,33.8,60694.0,18258.0
44102,45069.0,33.7,25853.0,16091.0
44103,16456.0,41.6,17166.0,13379.0
44104,22165.0,28.2,14009.0,9706.0
44105,39130.0,35.3,23470.0,13718.0
44106,25805.0,28.3,23222.0,23217.0
44107,51391.0,35.1,45382.0,29573.0
44108,23403.0,39.4,22925.0,17688.0
44109,41032.0,35.0,28927.0,17021.0
44110,19582.0,39.9,20632.0,14247.0
44111,40095.0,38.0,38375.0,21875.0
44112,22465.0,42.7,21608.0,15197.0
44113,19825.0,32.3,38878.0,30591.0
44114,6474.0,34.2,21324.0,29878.0
44115,7857.0,23.9,12416.0,13513.0
44116,20242.0,46.5,62582.0,44294.0
44117,9797.0,49.1,23652.0,20855.0
44118,39856.0,34.3,55892.0,30731.0
44119,11611.0,42.8,40426.0,27017.0
44120,34696.0,40.7,30828.0,29020.0
44121,32915.0,37.3,54733.0,26807.0
44122,34171.0,45.2,75216.0,48124.0
44123,16697.0,39.7,40146.0,24163.0
44124,37634.0,44.2,56429.0,39308.0
44125,28455.0,40.2,41129.0,22018.0
44126,16497.0,42.6,54291.0,31738.0
44127,5003.0,34.3,21910.0,11966.0
44128,29140.0,42.1,32574.0,18633.0
44129,28611.0,39.5,51017.0,24635.0
44130,49840.0,43.5,49110.0,26794.0
44131,20377.0,49.1,72999.0,36112.0
44132,15119.0,35.3,36502.0,20333.0
44133,30251.0,43.7,64612.0,35256.0
44134,38322.0,43.0,50367.0,24695.0
44135,27932.0,40.5,35907.0,19961.0
44136,25898.0,44.9,76110.0,38398.0
44137,22887.0,38.4,36860.0,19677.0
44138,22026.0,43.1,68240.0,32293.0
44139,24221.0,43.7,94806.0,47571.0
44140,15469.0,44.4,89864.0,44445.0
44141,13858.0,47.6,99962.0,51719.0
44142,18956.0,43.3,47906.0,23472.0
44143,24376.0,49.5,57353.0,35369.0
44144,21318.0,40.9,42868.0,23070.0
44145,32469.0,46.2,76449.0,49009.0
44146,29511.0,43.8,41772.0,24693.0
44147,19359.0,40.8,77173.0,38904.0
44149,18766.0,47.2,87195.0,41662.0
44201,6893.0,43.9,55625.0,27440.0
44202,20030.0,45.3,82940.0,40527.0
44203,40753.0,40.8,44405.0,22935.0
44212,44256.0,39.6,64430.0,29416.0
44214,1941.0,42.3,50366.0,22449.0
44215,2244.0,39.4,54743.0,28948.0
44216,9889.0,44.2,66719.0,28689.0
44217,4294.0,35.3,50094.0,20927.0
44221,29840.0,37.5,47344.0,24423.0
44223,17921.0,45.7,59201.0,32167.0
44224,38727.0,40.0,65238.0,33057.0
44230,8314.0,45.0,54300.0,27383.0
44231,8598.0,40.2,48487.0,23270.0
44233,7836.0,46.0,87500.0,38935.0
44234,4414.0,35.1,56125.0,23711.0
44235,2165.0,30.6,49973.0,19488.0
44236,25557.0,44.7,118991.0,53311.0
44240,39251.0,28.4,43562.0,25188.0
44241,16454.0,40.4,59319.0,28169.0
44250,1186.0,39.5,37069.0,19088.0
44251,887.0,53.4,74821.0,46351.0
44253,3264.0,46.6,83194.0,29256.0
44254,4884.0,45.1,49961.0,24911.0
44255,8715.0,43.0,55012.0,23883.0
44256,62446.0,41.4,71430.0,33694.0
44260,13613.0,42.8,59636.0,26104.0
44262,4995.0,43.5,63558.0,33999.0
44264,2736.0,47.6,74153.0,38964.0
44266,33506.0,41.0,45455.0,23710.0
44270,8878.0,39.4,49972.0,25362.0
44272,5135.0,39.2,61250.0,24238.0
44273,7033.0,47.1,67102.0,31431.0
44275,3157.0,43.1,67278.0,29231.0
44276,1849.0,41.8,53375.0,24947.0
44278,17781.0,45.4,54188.0,28211.0
44280,4508.0,47.1,71475.0,32360.0
44281,30580.0,39.7,64806.0,31624.0
44286,6120.0,50.5,84118.0,52313.0
44287,7984.0,38.2,49333.0,20373.0
44288,3567.0,38.0,42344.0,20303.0
44301,15341.0,34.2,36701.0,20797.0
44302,5998.0,34.3,26240.0,16704.0
44303,7598.0,47.0,50745.0,36355.0
44304,5634.0,21.0,17775.0,9775.0
44305,22871.0,37.3,37141.0,19680.0
44306,22198.0,33.0,26625.0,14686.0
44307,6745.0,35.3,16981.0,12816.0
44308,920.0,37.2,10179.0,10726.0
44310,23634.0,36.6,33765.0,17434.0
44311,9475.0,23.3,16996.0,10092.0
44312,31610.0,42.9,48053.0,24041.0
44313,23352.0,42.2,51652.0,36843.0
44314,19053.0,37.9,33651.0,17714.0
44319,22592.0,45.4,57326.0,30416.0
44320,19653.0,42.9,30690.0,19446.0
44321,15676.0,39.6,79986.0,43222.0
44333,18679.0,46.9,79773.0,47193.0
44401,2815.0,49.7,49732.0,25111.0
44402,3042.0,43.2,55775.0,22391.0
44403,3923.0,52.5,50854.0,28089.0
44404,1665.0,47.5,52228.0,25762.0
44405,8045.0,40.8,29500.0,17443.0
44406,21793.0,46.9,67438.0,36963.0
44408,10624.0,48.4,52523.0,26693.0
44410,16698.0,47.6,50660.0,29741.0
44411,2211.0,40.6,57639.0,22409.0
44412,2756.0,43.6,56210.0,25807.0
44413,7738.0,43.5,40046.0,20824.0
44417,1646.0,42.3,54896.0,24949.0
44418,1595.0,46.2,66000.0,25093.0
44420,14996.0,42.9,41673.0,23287.0
44423,2378.0,36.5,51474.0,20920.0
44425,14739.0,45.1,43548.0,25013.0
44427,1802.0,43.5,46736.0,20871.0
44428,3142.0,48.8,45642.0,21676.0
44429,2621.0,45.9,46719.0,23186.0
44430,4924.0,39.4,45587.0,18927.0
44431,4657.0,46.3,45266.0,23171.0
44432,13456.0,44.1,47358.0,21120.0
44436,3610.0,47.7,54667.0,25751.0
44437,4332.0,42.5,49819.0,23041.0
44438,4225.0,44.2,31563.0,18520.0
44440,4926.0,44.0,54357.0,27256.0
44441,1673.0,43.7,55847.0,40733.0
44442,3909.0,51.1,50943.0,31412.0
44443,2030.0,39.8,50433.0,26824.0
44444,9908.0,43.8,45458.0,23555.0
44445,3023.0,44.8,51036.0,26996.0
44446,20422.0,42.6,38510.0,20971.0
44449,1040.0,42.8,56250.0,25780.0
44450,2099.0,42.9,49375.0,21580.0
44451,2904.0,47.7,51807.0,26897.0
44452,3118.0,49.4,48542.0,24833.0
44454,871.0,38.8,45556.0,25499.0
