Zipcode,Population,Median Age,Household Income,Per Capita Income
46130,2444.0,44.6,64750.0,27952.0
46131,31507.0,38.0,52627.0,25881.0
46133,593.0,42.9,49141.0,21182.0
46135,20881.0,35.1,48709.0,20874.0
46140,39084.0,39.5,60178.0,27732.0
46142,29896.0,38.3,69345.0,32007.0
46143,52219.0,36.3,64428.0,30599.0
46144,195.0,52.3,53850.0,27133.0
46146,59.0,26.8,49063.0,24642.0
46147,3453.0,42.9,65077.0,29528.0
46148,5406.0,41.2,49517.0,24865.0
46149,2486.0,37.6,69898.0,27357.0
46150,518.0,50.5,79598.0,32624.0
46151,30818.0,40.6,51278.0,24757.0
46155,86.0,48.6,94886.0,31149.0
46156,1639.0,41.8,44904.0,19313.0
46157,4248.0,33.9,65109.0,27354.0
46158,22552.0,43.5,57213.0,27477.0
46160,6204.0,42.6,52232.0,24270.0
46161,2750.0,42.0,63859.0,26607.0
46162,467.0,48.9,58295.0,24637.0
46163,11581.0,43.7,81956.0,33225.0
46164,3893.0,49.2,60519.0,33009.0
46165,1402.0,44.6,62813.0,29228.0
46166,2304.0,41.4,53355.0,24144.0
46167,6268.0,37.4,75536.0,28159.0
46168,32530.0,38.0,62707.0,28062.0
46171,1303.0,54.8,42700.0,23184.0
46172,2420.0,43.6,46711.0,26533.0
46173,10865.0,41.1,42257.0,23106.0
46175,484.0,43.4,38958.0,18945.0
46176,27515.0,40.3,49951.0,23811.0
46180,807.0,43.5,47750.0,22235.0
46181,4592.0,42.7,69096.0,28830.0
46182,1298.0,48.4,57887.0,25804.0
46184,13094.0,35.0,61222.0,24021.0
46186,1831.0,36.9,60795.0,24011.0
46201,30737.0,34.5,26366.0,14718.0
46202,17443.0,30.4,32186.0,28691.0
46203,38717.0,34.0,31142.0,15645.0
46204,6510.0,31.9,44342.0,35738.0
46205,28339.0,34.1,36531.0,25155.0
46208,23346.0,30.8,30410.0,22124.0
46214,24709.0,34.8,41375.0,22974.0
46216,1730.0,46.8,47990.0,34093.0
46217,31389.0,37.0,60407.0,27386.0
46218,27379.0,37.5,23284.0,14340.0
46219,35735.0,38.8,40168.0,21623.0
46220,36384.0,35.1,65280.0,41255.0
46221,26272.0,33.5,42791.0,20427.0
46222,34457.0,31.4,26932.0,13778.0
46224,35995.0,30.9,32045.0,17354.0
46225,7226.0,37.3,30035.0,15535.0
46226,45559.0,32.5,32187.0,17333.0
46227,57840.0,33.1,36712.0,20680.0
46228,15135.0,39.9,55282.0,29557.0
46229,27809.0,35.3,44473.0,24141.0
46231,10683.0,35.5,60610.0,24029.0
46234,26935.0,37.7,67393.0,29826.0
46235,32465.0,28.4,37838.0,16859.0
46236,26518.0,41.3,79667.0,37589.0
46237,40665.0,34.3,57659.0,26430.0
46239,28796.0,32.6,68204.0,26164.0
46240,19390.0,38.8,53996.0,40375.0
46241,31155.0,32.9,33550.0,15682.0
46250,17872.0,34.2,54560.0,42066.0
46254,39490.0,29.8,41915.0,21429.0
46256,23324.0,41.9,67750.0,43222.0
46259,11341.0,37.6,91922.0,32182.0
46260,32341.0,35.7,43480.0,30445.0
46268,25530.0,35.1,44282.0,25851.0
46278,7504.0,42.1,95938.0,53922.0
46280,7051.0,38.5,61111.0,33285.0
46290,224.0,64.3,153656.0,81356.0
46301,562.0,63.4,68438.0,51934.0
46303,14078.0,36.5,60872.0,27491.0
46304,24514.0,40.5,71422.0,34145.0
46307,60717.0,40.4,69790.0,32392.0
46310,13820.0,38.7,53417.0,22548.0
46311,21972.0,41.1,77603.0,35921.0
46312,29178.0,31.3,26486.0,14154.0
46319,17866.0,36.2,55755.0,25383.0
46320,15086.0,30.6,28279.0,13540.0
46321,23250.0,44.5,70503.0,37062.0
46322,23285.0,42.1,61806.0,29816.0
46323,22671.0,34.4,45567.0,20092.0
46324,22469.0,34.7,42799.0,20504.0
46327,11607.0,30.6,32188.0,13933.0
46340,906.0,37.2,78375.0,29728.0
46341,9921.0,40.2,60171.0,26023.0
46342,30972.0,39.3,56881.0,26320.0
46345,282.0,34.6,61875.0,24074.0
46346,1470.0,35.4,35167.0,15805.0
46347,4769.0,40.8,68234.0,28565.0
46348,1026.0,42.6,56932.0,30305.0
46349,3339.0,45.8,49750.0,24913.0
46350,42614.0,40.9,47329.0,25406.0
46356,17654.0,39.4,65819.0,26892.0
46360,43613.0,40.8,40547.0,21982.0
46365,881.0,44.6,48750.0,28746.0
46366,5614.0,40.7,41610.0,21466.0
46368,39143.0,38.1,54425.0,25346.0
46371,4370.0,36.1,80484.0,24448.0
46373,14679.0,43.9,96997.0,38139.0
46374,1113.0,43.0,40250.0,20801.0
46375,23475.0,43.4,70280.0,36863.0
46376,328.0,40.6,36786.0,19143.0
46381,81.0,59.0,57667.0,30612.0
46382,1962.0,42.1,71083.0,28594.0
46383,40250.0,36.7,55996.0,28999.0
46385,40337.0,38.9,72588.0,31739.0
46390,2728.0,44.9,64702.0,28605.0
46391,10264.0,35.0,65417.0,16574.0
46392,8111.0,39.6,58942.0,26715.0
46393,290.0,46.8,42361.0,21527.0
46394,12055.0,37.6,49485.0,23667.0
46402,6662.0,35.9,16065.0,12108.0
46403,13040.0,39.5,37594.0,23108.0
46404,17146.0,38.6,28701.0,16247.0
46405,11530.0,34.5,40182.0,16530.0
46406,9658.0,38.0,30233.0,14566.0
46407,12071.0,36.2,17910.0,12549.0
46408,16072.0,38.2,32490.0,18026.0
46409,8168.0,34.2,27644.0,13080.0
46410,39017.0,37.6,51829.0,24122.0
46501,3529.0,39.9,47440.0,21062.0
23703,26915.0,34.3,60285.0,26985.0
23704,18416.0,33.9,33019.0,20238.0
23707,15090.0,32.9,38870.0,22568.0
23801,4747.0,21.4,58769.0,18234.0
23803,38846.0,39.5,37817.0,20265.0
23805,20466.0,39.7,44722.0,23204.0
23821,1857.0,41.5,39545.0,21159.0
23824,6984.0,43.4,36027.0,20392.0
23827,1328.0,37.2,31406.0,18492.0
23828,395.0,36.4,56250.0,24050.0
23829,2652.0,51.2,62434.0,17934.0
23830,1325.0,34.7,77865.0,26426.0
23831,34935.0,38.2,68227.0,30747.0
23832,34561.0,36.9,80724.0,31896.0
23833,2846.0,44.9,56353.0,23778.0
23834,24976.0,39.8,54726.0,28434.0
23836,12830.0,39.1,83432.0,37163.0
23837,4802.0,42.6,50089.0,24381.0
23838,16003.0,45.2,100567.0,40898.0
23839,696.0,47.9,52250.0,24102.0
23840,2277.0,38.9,49669.0,19680.0
23841,3862.0,44.6,52720.0,24289.0
23842,6902.0,44.4,68287.0,27997.0
23843,584.0,53.3,33000.0,22723.0
23844,595.0,43.6,38413.0,21265.0
23845,295.0,63.2,36774.0,27572.0
23846,745.0,49.6,66696.0,28923.0
23847,15798.0,43.6,30417.0,15687.0
23850,888.0,45.8,69866.0,24313.0
23851,13104.0,41.0,38025.0,22125.0
23856,803.0,44.7,45066.0,20949.0
23857,759.0,51.8,37321.0,14556.0
23860,31269.0,37.6,43149.0,21275.0
23866,2088.0,43.5,53214.0,25614.0
23867,1814.0,39.6,40614.0,21180.0
23868,7451.0,34.0,31050.0,12749.0
23872,2252.0,51.2,40482.0,23993.0
23874,1015.0,53.7,39231.0,24712.0
23875,11309.0,38.5,60284.0,26585.0
23876,490.0,37.8,58750.0,29287.0
23878,1224.0,36.8,63365.0,25889.0
23879,655.0,32.6,53077.0,22169.0
23881,1851.0,49.3,40156.0,23185.0
23882,1681.0,48.8,45260.0,24535.0
23883,2664.0,48.3,57642.0,27352.0
23884,83.0,53.4,67045.0,30417.0
23885,2491.0,46.5,53209.0,27786.0
23887,362.0,60.7,48786.0,34877.0
23888,1978.0,43.7,39438.0,20422.0
23889,472.0,52.6,26042.0,31896.0
23890,3206.0,44.1,41685.0,20708.0
23893,198.0,51.1,30714.0,21465.0
23894,606.0,34.3,84583.0,28498.0
23897,551.0,54.5,50417.0,31729.0
23898,1863.0,52.6,63309.0,30679.0
23899,281.0,51.0,36250.0,22714.0
23901,17382.0,30.3,39895.0,18729.0
23915,938.0,37.7,53375.0,17210.0
23917,3422.0,50.5,35341.0,19980.0
23919,2257.0,54.5,32350.0,25227.0
23920,4012.0,44.5,36887.0,18930.0
23921,1961.0,48.8,34929.0,20337.0
23922,3709.0,42.0,36436.0,12915.0
23923,2481.0,44.1,36707.0,18926.0
23924,6445.0,42.7,33413.0,17421.0
23927,4101.0,55.7,42800.0,26311.0
23930,5664.0,40.9,42667.0,22229.0
23934,501.0,54.2,44018.0,20381.0
23936,8122.0,40.7,39946.0,15501.0
23937,1993.0,43.3,25339.0,13534.0
23938,251.0,56.5,36389.0,20362.0
23942,1142.0,46.2,31641.0,21384.0
23943,96.0,78.1,111250.0,38381.0
23944,4303.0,39.2,32355.0,17901.0
23947,3834.0,46.5,35747.0,20172.0
23950,3453.0,38.6,38594.0,17430.0
23954,1748.0,45.7,53533.0,20262.0
23958,3301.0,39.2,39872.0,19769.0
23959,1308.0,44.9,44833.0,18688.0
23960,1781.0,54.1,50167.0,19840.0
23962,458.0,56.8,15329.0,16641.0
23964,1231.0,38.0,37500.0,21954.0
23966,2757.0,41.9,44141.0,21154.0
23967,1366.0,37.1,45066.0,18034.0
23968,781.0,47.4,32566.0,17840.0
23970,7834.0,48.0,39215.0,22861.0
23974,5292.0,44.4,39559.0,17195.0
23976,86.0,30.6,36193.0,26024.0
24011,332.0,32.5,76630.0,90956.0
24012,30095.0,37.2,44063.0,22620.0
24013,7716.0,38.6,28770.0,14274.0
24014,17713.0,43.9,49149.0,32832.0
24015,15804.0,37.8,51385.0,31112.0
24016,8532.0,40.0,26673.0,19626.0
24017,24439.0,35.9,35121.0,17484.0
24018,37407.0,43.3,64713.0,36354.0
24019,26931.0,43.0,62358.0,29329.0
24053,2806.0,45.9,29958.0,18427.0
24054,6381.0,43.5,34596.0,18970.0
24055,12608.0,44.9,32805.0,18517.0
24058,242.0,68.3,65461.0,28468.0
24059,811.0,45.9,52500.0,31633.0
24060,54304.0,22.8,40135.0,22928.0
24064,4142.0,48.6,59523.0,29221.0
24065,6422.0,45.4,58713.0,30096.0
24066,4646.0,48.1,50810.0,25123.0
24067,2163.0,46.7,36786.0,21118.0
24069,1894.0,47.0,35230.0,21955.0
24070,1526.0,44.3,62154.0,27303.0
24072,1243.0,48.5,56250.0,27114.0
24073,30860.0,38.7,53617.0,30580.0
24077,1077.0,42.3,48750.0,25643.0
24078,7689.0,41.2,36007.0,21873.0
24079,1960.0,50.2,47253.0,26963.0
24082,229.0,43.7,36250.0,16536.0
24083,2819.0,45.2,80471.0,34622.0
24084,11309.0,44.9,51341.0,26110.0
24085,2120.0,47.3,49113.0,21898.0
24086,211.0,32.2,23750.0,13461.0
24087,4551.0,40.4,33281.0,19505.0
24088,4950.0,28.0,37631.0,15502.0
24089,3011.0,40.6,32288.0,22638.0
24090,4895.0,46.7,64414.0,40869.0
24091,7176.0,44.6,50525.0,24717.0
24092,2705.0,50.1,41047.0,23999.0
24093,205.0,47.8,55714.0,17807.0
24095,4613.0,43.5,55337.0,30810.0
24101,6464.0,48.8,65233.0,30634.0
24102,1806.0,43.5,42539.0,18788.0
24104,3771.0,48.9,57224.0,26369.0
24105,479.0,47.7,39038.0,16588.0
24112,31792.0,45.6,32437.0,20639.0
24120,1462.0,60.3,27500.0,18821.0
24121,10269.0,52.5,56306.0,31142.0
24122,1462.0,52.6,51722.0,33205.0
24124,4315.0,41.9,49914.0,22724.0
24127,4144.0,48.2,43594.0,21951.0
24128,1614.0,52.3,44239.0,32476.0
24132,556.0,47.3,15156.0,8123.0
24133,2726.0,46.2,36435.0,20988.0
24134,5354.0,40.3,46347.0,26972.0
24136,3576.0,43.8,46711.0,23911.0
24137,2811.0,49.3,55625.0,35756.0
24138,1699.0,41.7,59702.0,22727.0
24139,719.0,52.8,38462.0,17572.0
24141,21709.0,31.2,40319.0,21060.0
24147,1366.0,45.4,46827.0,25580.0
24148,7771.0,47.8,39320.0,21407.0
24149,3575.0,40.2,60772.0,27102.0
24150,707.0,49.1,35964.0,19255.0
24151,19840.0,40.7,38359.0,22067.0
24153,37128.0,42.0,53145.0,28750.0
24161,504.0,52.9,52143.0,20796.0
24162,1718.0,47.9,45145.0,25109.0
24165,1448.0,51.2,27043.0,18848.0
24167,352.0,50.5,21818.0,32428.0
24168,264.0,35.3,73633.0,19911.0
24171,8201.0,49.2,34637.0,20221.0
24174,2696.0,45.3,42125.0,23020.0
24175,8834.0,47.4,60197.0,30823.0
24176,1623.0,53.3,61058.0,34475.0
24179,18671.0,42.6,50174.0,25099.0
24184,4672.0,48.6,52536.0,25201.0
24185,1034.0,40.9,53429.0,18398.0
24201,16861.0,41.7,35378.0,20670.0
24202,12556.0,45.6,42221.0,26211.0
24210,17066.0,43.1,42417.0,25096.0
24211,10193.0,46.8,52769.0,31729.0
24216,2843.0,36.5,30052.0,14912.0
24219,11357.0,40.8,40704.0,20669.0
24220,473.0,46.2,34659.0,23205.0
24221,837.0,35.7,43291.0,14894.0
24224,6273.0,44.7,33137.0,18623.0
24225,1944.0,42.0,29118.0,17080.0
24226,1547.0,43.5,37652.0,17405.0
24228,6616.0,48.1,33958.0,21855.0
24230,9003.0,39.8,30741.0,17915.0
24236,2917.0,51.1,33542.0,21330.0
24237,1214.0,39.7,24833.0,16405.0
24243,2383.0,43.3,40833.0,22064.0
24244,6324.0,42.7,31489.0,16921.0
24245,983.0,40.5,24708.0,17956.0
24246,457.0,50.5,21581.0,14436.0
24248,2801.0,47.8,25536.0,17613.0
24250,1282.0,47.2,48750.0,23237.0
24251,8500.0,46.1,39345.0,23769.0
24256,3639.0,37.1,28578.0,19638.0
24258,1800.0,46.9,39196.0,22643.0
24260,6082.0,42.9,31287.0,16603.0
24263,6541.0,39.1,37273.0,19007.0
24265,549.0,53.3,17981.0,16908.0
24266,9146.0,42.1,39589.0,23094.0
24269,353.0,37.7,25000.0,12104.0
24270,628.0,49.6,30216.0,18429.0
24271,2452.0,44.3,38523.0,20890.0
24272,660.0,27.9,21058.0,16395.0
24273,6986.0,39.6,35596.0,19248.0
24277,6244.0,46.3,26896.0,16465.0
24279,5396.0,39.4,37601.0,16609.0
24280,667.0,50.7,44500.0,22260.0
24281,2767.0,40.9,24288.0,16466.0
24282,674.0,40.8,22220.0,10250.0
24283,1948.0,45.8,40050.0,22356.0
24290,1954.0,49.0,32768.0,20309.0
24292,464.0,56.2,36458.0,18264.0
24293,9768.0,37.0,44200.0,26747.0
24301,13432.0,45.4,40762.0,23455.0
24311,2019.0,47.9,30667.0,18279.0
24312,2143.0,44.6,34063.0,17457.0
24313,896.0,32.9,25071.0,16820.0
24314,1640.0,44.0,57829.0,24469.0
24315,3744.0,42.7,39688.0,16460.0
24317,4208.0,41.6,30642.0,17807.0
24318,722.0,56.7,58824.0,30438.0
24319,7474.0,38.9,43449.0,19184.0
24322,209.0,35.1,43077.0,19079.0
24323,668.0,49.7,33681.0,21708.0
24324,1979.0,43.2,55683.0,29768.0
24325,873.0,57.1,36818.0,20859.0
24326,1132.0,49.5,34063.0,20703.0
24328,1458.0,57.4,45739.0,38055.0
24330,3333.0,48.3,26215.0,16961.0
24333,17759.0,45.0,31308.0,20435.0
24340,5506.0,42.1,41250.0,22254.0
24343,9021.0,45.3,33670.0,22194.0
24347,1900.0,38.8,49659.0,24455.0
24348,3806.0,50.6,31358.0,19489.0
24350,1064.0,47.8,35665.0,16649.0
24351,755.0,42.5,23299.0,17138.0
24352,954.0,51.0,40357.0,19737.0
24354,15107.0,46.7,37515.0,23669.0
24360,6099.0,42.2,46832.0,24564.0
24361,5267.0,44.9,38676.0,20761.0
24363,1521.0,41.7,29271.0,21519.0
24366,537.0,47.0,45698.0,22675.0
24368,5306.0,40.6,48015.0,27228.0
24370,6104.0,42.3,28628.0,20149.0
24374,893.0,40.1,41722.0,16476.0
24375,1256.0,44.8,40100.0,19884.0
24377,267.0,56.2,54688.0,19578.0
24378,1145.0,53.6,32965.0,18960.0
24380,2607.0,37.8,42292.0,18419.0
24381,4243.0,45.4,45778.0,24614.0
24382,13937.0,47.3,37885.0,23930.0
24401,35427.0,44.0,43635.0,26910.0
24413,131.0,57.4,42292.0,18732.0
24416,8391.0,37.8,30281.0,17593.0
24421,3777.0,49.3,58708.0,33388.0
24422,6390.0,46.1,39007.0,21295.0
24426,14176.0,45.0,42742.0,23754.0
24430,4041.0,41.6,31481.0,12185.0
24431,2148.0,48.9,52854.0,24159.0
24432,349.0,53.0,55000.0,28098.0
24435,2283.0,40.4,68191.0,30037.0
24437,1211.0,42.9,70250.0,32987.0
24439,1176.0,46.7,28348.0,15973.0
24440,3281.0,42.3,51563.0,19825.0
24441,6833.0,41.6,46936.0,21677.0
24442,147.0,46.7,38056.0,22538.0
24445,2270.0,49.7,42964.0,35324.0
24448,345.0,48.3,29038.0,18632.0
24450,16541.0,33.6,46516.0,24241.0
24458,432.0,58.9,40217.0,21664.0
24459,637.0,38.9,53083.0,25989.0
24460,1525.0,51.2,50066.0,25703.0
24464,187.0,65.8,44327.0,28480.0
24465,1340.0,60.6,48929.0,31835.0
24467,2065.0,37.8,71917.0,39321.0
24471,1166.0,54.3,54271.0,32097.0
24472,2146.0,43.5,52216.0,23426.0
24473,679.0,56.6,34013.0,29005.0
24474,363.0,53.7,45357.0,23903.0
24477,10372.0,41.5,52018.0,24720.0
24479,1224.0,45.2,59659.0,27916.0
24482,4436.0,42.7,48333.0,27928.0
24483,761.0,40.7,51144.0,17130.0
24484,1146.0,36.5,36825.0,32548.0
24485,167.0,56.7,55625.0,24388.0
24486,4002.0,34.9,59911.0,23634.0
24501,26074.0,28.8,30606.0,17004.0
24502,46545.0,27.3,46008.0,21097.0
24503,18901.0,45.2,65472.0,38451.0
24504,10222.0,37.7,31399.0,18143.0
24517,5581.0,42.7,36460.0,22394.0
24520,2005.0,52.2,33125.0,22805.0
24521,10779.0,46.6,48262.0,23111.0
24522,9558.0,44.8,47695.0,24648.0
24523,19281.0,46.4,46250.0,23775.0
24526,1092.0,53.2,58029.0,30545.0
24527,3059.0,40.9,53295.0,21165.0
24528,3072.0,51.9,36033.0,20984.0
24529,1613.0,50.3,32061.0,17894.0
24530,1425.0,44.6,42042.0,18688.0
24531,8719.0,45.8,41266.0,21884.0
24534,1447.0,54.4,26964.0,17700.0
24536,244.0,32.7,68693.0,20914.0
24538,4536.0,47.4,56932.0,29848.0
24539,134.0,58.5,30500.0,21081.0
24540,31267.0,45.0,39753.0,21196.0
24541,28101.0,42.1,33101.0,22814.0
24549,4421.0,39.4,45089.0,20972.0
24550,8208.0,41.8,52206.0,23001.0
24551,22966.0,42.3,72354.0,32418.0
24553,2138.0,35.8,32212.0,19359.0
24554,4126.0,39.7,40550.0,21240.0
24555,2489.0,46.2,47520.0,21058.0
24556,3543.0,44.4,62788.0,27881.0
24557,7214.0,51.4,33886.0,21261.0
24558,7128.0,42.5,44263.0,23285.0
24562,385.0,29.9,49766.0,18724.0
24563,5645.0,46.1,39569.0,20553.0
24565,1190.0,43.5,39400.0,16804.0
24566,1263.0,38.6,39572.0,17091.0
24569,949.0,49.6,30968.0,20547.0
24571,1889.0,45.6,44821.0,23404.0
24572,15461.0,42.6,42888.0,23610.0
24574,4475.0,43.7,57714.0,24953.0
24577,5020.0,44.6,30776.0,17913.0
24578,916.0,49.3,44583.0,24218.0
24579,1613.0,49.0,47750.0,22455.0
24580,538.0,46.6,59094.0,23906.0
24586,5845.0,42.7,41733.0,19010.0
24588,8575.0,41.9,47837.0,24453.0
24589,1958.0,49.9,38150.0,20208.0
24590,8346.0,41.6,50545.0,26208.0
24592,14516.0,42.7,33992.0,18264.0
24593,2044.0,40.7,55333.0,24273.0
24594,1494.0,35.4,30386.0,16321.0
24595,598.0,19.9,53750.0,6229.0
24597,1187.0,47.1,35313.0,21760.0
24598,1726.0,51.1,35069.0,20500.0
24599,846.0,46.7,31008.0,18159.0
24602,1080.0,49.4,33445.0,16759.0
24603,959.0,49.0,21750.0,16531.0
24604,559.0,32.4,25426.0,8886.0
24605,9315.0,43.9,42141.0,26811.0
24607,465.0,42.1,21964.0,11053.0
24609,7283.0,44.1,35068.0,20844.0
24614,7971.0,42.6,35023.0,19525.0
24620,2992.0,40.8,17264.0,13835.0
24622,742.0,52.9,25667.0,24287.0
24630,6822.0,43.3,36005.0,20772.0
24631,2318.0,44.6,27870.0,15873.0
24634,562.0,49.0,40313.0,18135.0
24635,1334.0,37.7,30250.0,9597.0
24637,3799.0,44.1,48611.0,26291.0
24639,3301.0,42.5,26860.0,15065.0
24641,5899.0,40.2,33160.0,20129.0
24646,644.0,51.2,48295.0,24054.0
24649,2973.0,48.4,29554.0,18168.0
24651,5986.0,44.7,40139.0,29924.0
24656,3112.0,50.6,36444.0,19816.0
24657,424.0,57.5,33625.0,22128.0
24701,20891.0,43.3,32448.0,19285.0
24712,2007.0,23.6,41339.0,18581.0
24714,127.0,35.2,16694.0,13413.0
24715,366.0,52.4,27500.0,18980.0
24726,255.0,60.6,52978.0,16818.0
24731,302.0,48.4,44417.0,17207.0
24733,870.0,30.1,21490.0,14226.0
24736,497.0,47.6,33125.0,15479.0
24738,168.0,70.7,33831.0,21396.0
24740,30588.0,43.0,39147.0,23311.0
24747,3091.0,36.3,31435.0,15581.0
24801,4849.0,36.6,29209.0,13714.0
24808,634.0,47.8,30469.0,17865.0
24811,530.0,40.9,25455.0,22982.0
24813,411.0,47.4,23618.0,12800.0
24815,950.0,25.4,26076.0,11743.0
24816,185.0,80.8,35833.0,20679.0
24817,771.0,41.6,18514.0,11615.0
24818,1045.0,35.3,16616.0,9654.0
24822,677.0,39.3,53333.0,17328.0
24823,519.0,30.8,29271.0,13733.0
24826,71.0,54.2,25714.0,29485.0
24827,1717.0,44.5,48672.0,18906.0
24828,815.0,45.7,19712.0,11976.0
24831,136.0,58.8,23125.0,20906.0
24834,324.0,35.1,50893.0,14555.0
24836,549.0,53.6,32105.0,15694.0
24839,1497.0,41.9,30057.0,19518.0
24844,2029.0,47.5,26429.0,17717.0
24845,295.0,47.4,39018.0,24862.0
24847,302.0,28.8,13750.0,8301.0
24848,234.0,52.3,13403.0,13253.0
24849,356.0,31.9,44716.0,22742.0
24850,915.0,44.8,25318.0,12194.0
24851,427.0,42.3,28009.0,17012.0
24853,488.0,55.6,37955.0,24980.0
24857,790.0,56.1,40208.0,25590.0
24860,379.0,60.5,21964.0,14568.0
24862,400.0,56.0,25347.0,16907.0
24866,241.0,40.8,16473.0,11784.0
24868,1156.0,52.2,37386.0,17094.0
24869,334.0,47.6,14261.0,13436.0
24870,2590.0,44.1,30969.0,20890.0
24871,255.0,52.8,25179.0,13322.0
24872,647.0,41.9,15513.0,11394.0
24873,343.0,49.5,30000.0,34981.0
24874,2846.0,48.0,35517.0,19809.0
24878,605.0,41.0,23550.0,10033.0
24879,695.0,39.6,19178.0,9642.0
24880,346.0,37.9,24111.0,8282.0
24881,374.0,41.8,31833.0,14903.0
24882,476.0,44.3,28654.0,12312.0
24884,442.0,32.9,41042.0,11711.0
24892,1435.0,43.2,21940.0,13634.0
24894,328.0,55.6,24005.0,10449.0
24901,8979.0,44.0,45608.0,27892.0
24910,5608.0,42.4,33797.0,17590.0
24915,598.0,52.5,29761.0,24556.0
24916,717.0,47.5,48485.0,17993.0
24918,1728.0,39.3,42837.0,17373.0
24924,348.0,43.2,47222.0,19639.0
24925,637.0,53.1,51771.0,33229.0
24927,185.0,57.1,25909.0,19012.0
24931,1347.0,47.3,40804.0,21175.0
24934,394.0,51.3,31932.0,41235.0
24935,552.0,53.5,41500.0,26716.0
24938,1652.0,39.5,49323.0,23573.0
24941,1365.0,48.1,38942.0,18052.0
24944,525.0,36.1,50714.0,19673.0
24945,403.0,54.9,44583.0,25930.0
24946,1642.0,50.3,38750.0,17983.0
24951,1520.0,46.3,43958.0,20882.0
24954,3763.0,49.0,36815.0,21492.0
24957,340.0,42.4,92179.0,45335.0
24963,4037.0,44.2,37007.0,20279.0
24966,1469.0,51.5,24244.0,16447.0
24970,4371.0,42.2,33156.0,20775.0
24974,242.0,47.5,40703.0,30400.0
24976,1129.0,41.7,29813.0,20997.0
24977,594.0,52.3,46375.0,18398.0
24981,664.0,60.6,36447.0,26814.0
24983,2251.0,52.0,36731.0,21140.0
24984,244.0,60.1,35107.0,20793.0
24986,5819.0,44.3,39244.0,21532.0
24991,658.0,46.7,52727.0,30611.0
25003,2890.0,40.7,32649.0,21010.0
25007,733.0,38.2,38958.0,17775.0
25009,1224.0,43.3,56971.0,19166.0
25011,1159.0,33.6,68016.0,22602.0
25015,4550.0,45.1,39938.0,20708.0
25019,434.0,44.1,26250.0,16780.0
25024,715.0,45.3,45521.0,23205.0
25025,131.0,41.9,80294.0,31227.0
25028,343.0,49.6,36078.0,29287.0
25030,237.0,59.4,38529.0,20306.0
25031,923.0,35.1,43417.0,20536.0
25033,1887.0,40.6,41985.0,21348.0
25035,1230.0,41.2,29353.0,15156.0
25036,700.0,45.5,40708.0,21429.0
25039,1021.0,41.5,45357.0,18835.0
25040,521.0,41.7,44097.0,20731.0
25043,1723.0,39.9,25400.0,16194.0
25045,5450.0,42.2,38588.0,20089.0
25047,378.0,24.5,23103.0,11137.0
25049,605.0,27.6,45952.0,16524.0
25053,4417.0,38.7,36389.0,18207.0
25054,342.0,44.5,38314.0,11375.0
25057,315.0,59.8,45900.0,22009.0
25059,474.0,49.5,47625.0,20866.0
25060,487.0,46.1,51023.0,18682.0
25061,647.0,61.7,58489.0,22599.0
25062,132.0,63.1,33869.0,17586.0
25063,1665.0,51.7,30725.0,21110.0
25064,9502.0,43.0,40964.0,24414.0
25067,947.0,43.8,50417.0,23357.0
25070,1873.0,39.2,51207.0,25771.0
25071,11927.0,45.7,47546.0,25262.0
25075,492.0,50.3,38438.0,18362.0
25081,1283.0,41.2,96473.0,37937.0
47175,778.0,52.6,32021.0,21944.0
47177,1106.0,51.1,54952.0,32950.0
47201,43689.0,36.3,52579.0,26800.0
47203,27053.0,40.6,61481.0,31829.0
47220,5623.0,40.3,50656.0,22167.0
47223,1463.0,50.4,41534.0,28653.0
47224,537.0,41.8,43106.0,20473.0
47226,212.0,37.6,42625.0,28065.0
47227,1928.0,36.8,50139.0,21943.0
47229,3009.0,42.6,45750.0,20968.0
47230,1684.0,44.4,47727.0,19866.0
47231,993.0,44.5,42316.0,22807.0
47232,2937.0,38.9,58197.0,23376.0
47234,1905.0,33.6,51806.0,22311.0
47235,1553.0,48.3,51932.0,20946.0
47240,21254.0,39.2,50822.0,24083.0
47243,5911.0,31.8,46014.0,17751.0
47244,674.0,44.2,55446.0,26861.0
47246,4660.0,40.7,50688.0,20674.0
47247,119.0,52.2,45750.0,24678.0
47250,22296.0,42.3,45374.0,23453.0
47260,1640.0,35.8,36523.0,20580.0
47263,206.0,38.0,41964.0,16642.0
47264,1754.0,47.5,50188.0,21156.0
47265,20595.0,38.7,43267.0,21022.0
47270,634.0,36.1,63800.0,24575.0
47272,2204.0,40.2,40735.0,19485.0
47273,1808.0,36.4,45852.0,18004.0
47274,30234.0,37.3,48532.0,23098.0
47280,1027.0,35.4,54700.0,18982.0
47281,1257.0,43.1,52396.0,28136.0
47282,299.0,40.3,46875.0,25635.0
47283,3016.0,41.9,46000.0,20877.0
47302,27196.0,41.6,31393.0,17851.0
47303,26061.0,27.7,31154.0,16733.0
47304,30733.0,35.0,46731.0,26225.0
47305,3986.0,34.2,20942.0,14535.0
47320,4130.0,48.5,49722.0,29045.0
47325,527.0,51.1,43750.0,19165.0
47326,2210.0,25.1,51677.0,15206.0
47327,4489.0,42.5,40082.0,21573.0
47330,5707.0,42.6,48854.0,25907.0
47331,22922.0,42.0,38341.0,20495.0
47334,3264.0,45.4,52125.0,26838.0
47335,730.0,44.0,33182.0,18316.0
